REL_LABEL,REL_TOK,REL_FRAME
HAS_SIZE,ji običajno ne vidimo konca,
HAS_ATTRIBUTE,Nedostopen,
HAS_LOCATION,v freatični coni,
HAS_SIZE,Večja,
HAS_FORM,bogato zakapana votlinica,
HAS_FORM,zaokrožena,
COMPOSITION_MEDIUM,ki jo v glavnem sestavljajo soli ogljikove kisline,ki jo v glavnem sestavljajo
HAS_FUNCTION,napravljena cesto v vojne namene,
HAS_FORM,ki jo sestavlja ena sama manjša votlina,ki jo sestavlja
HAS_SIZE,manjšo,
COMPOSITION_MEDIUM,v klastičnih kamninah,v
HAS_FORM,"običajno s skalnim , prepadnim pobočjem , z vidnim dnom",
HAS_SIZE,Več deset metrov globoka in široka,metrov
HAS_CAUSE,je udornega postanka,
HAS_FORM,Kopasta holmasta,
HAS_LOCATION,Oblika fosilnega krasa,
OCCURS_IN_TIME,nastala v osnovi domnevno v terciarni dobi,nastala v
HAS_LOCATION,"na jamskih stenah ali stropu , navadno na mestu mešanja toplejšega in hladnejšega zraka",na mestu
HAS_CAUSE,ki se zaradi kondenzacije nabira v kapljicah,
HAS_FORM,običajno skledaste oblike,oblike
HAS_FORM,Mnogokrat širša kot globlja,
HAS_LOCATION,Glaciokraška,
HAS_SIZE,več deset ali sto metrov dolga in široka,metrov
HAS_CAUSE,Širjenje votline ( rova ) zaradi izpraznjenja jamskih sedimentov,
HAS_RESULT,konvakuacijska votlina,
DEFINED_AS,kemično ali v manjši meri fizikalno raztapljanje kraške kamnine,
HAS_CAUSE,"s posredovanjem vode , ki vsebuje ogljikovo kislino",s posredovanjem
DEFINED_AS,odnašanje raztopljenih snovi,
HAS_FUNCTION,predstavlja hrbtenico jamskega sistema,
HAS_FORM,se slepo konča,
HAS_FORM,ki se cepi od glavnega rova ali od dvorane,se cepi od
HAS_FUNCTION,povezuje dve ali več votlin,povezuje
HAS_FORM,značilno obliko,
HAS_CAUSE,je nastala s pretokom vode pod pritiskom ( tlakom ),nastala
HAS_FORM,značilne oblike,
HAS_CAUSE,ki je nastal s pretokom vode s prosto ( nepritisnjeno ) gladino - z gravitacijskim tokom,je nastal s
HAS_FORM,"Osamljena , izrazita skala",
HAS_LOCATION,na kraškem površju,na
HAS_LOCATION,kjer sega skalni strop v vodo,kjer sega
HAS_FUNCTION,loči skupaj spadajoče jamske dele,loči
HAS_SIZE,Vecja,
HAS_LOCATION,v sifonskem koritu,v
CONTAINS,stoječe vode,
HAS_FORM,"Del stropa , ki moli v sifon",ki moli v
HAS_ATTRIBUTE,ki se zrači,
COMPOSITION_MEDIUM,kalcijevega karbonata iz zasičene jamske vode,
COMPOSITION_MEDIUM,iz sige,iz
HAS_CAUSE,nastal iz tekoče ali mirujoče vode,nastal iz
COMPOSITION_MEDIUM,s kalcitno skorjo,
HAS_CAUSE,nastal v stoječi jamski vodi,nastal v
HAS_CAUSE,nastanejo s podiranjem stropa,nastanejo s
HAS_LOCATION,površinske,
HAS_LOCATION,v podzemnih jamah z aktivnim vodnim tokom,v
OCCURS_IN_TIME,se zniža gladina podzemne vode,se zniža
HAS_LOCATION,nad podzemnimi votlinami,nad
HAS_CAUSE,nastanejo z udori stropov,nastanejo z
HAS_CAUSE,so nastale z udori stropov,so nastale z
HAS_FORM,različnih,
HAS_FORM,oblik,
HAS_LOCATION,nad podzemnimi votlinami,nad
HAS_FORM,zaprte,
HAS_SIZE,različnih dimenzij,
HAS_SIZE,večje,
HAS_CAUSE,so nastale zaradi rušenja stropa,so nastale zaradi
AFFECTS,zato imajo strma pobočja,
HAS_CAUSE,so nastale s spelogenetskimi procesi,so nastale s
HAS_LOCATION,površinske,
HAS_CAUSE,ima svoj izvor v podzemnem dogajanju,ima svoj izvor v
HAS_LOCATION,površinska,
HAS_CAUSE,"nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje , bodisi z nenadnimi udori nad jamskimi prostori , bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi",bodisi s|bodisi z
HAS_SIZE,velikosti,
HAS_FORM,različnih oblik,
HAS_SIZE,različnih,
HAS_FORM,centrične,
HAS_LOCATION,na krasu,na
HAS_FORM,zaprte,
HAS_FORM,sklenjen obod nad razmeroma uravnanim obsežnim dnom,
HAS_ATTRIBUTE,kraška hidrologija,
HAS_FORM,najmanj pol kilometra široka uravnava z višjim obodom,
HAS_CAUSE,korozijska,
HAS_SIZE,s premerom večjim od 5 – 15 milimetrov,s premerom
HAS_CAUSE,jih je izoblikovala tekoča voda s procesom korozije,jih je izoblikovala
HAS_LOCATION,podzemni,
HAS_LOCATION,podzemni,
HAS_CAUSE,jih je naredila skozi kras tekoča voda,jih je naredila
HAS_LOCATION,globlje v vodonosnik,globlje v
HAS_FORM,ki so zaradi znižanja in razčlenjevanja kraškega površja razkrite ali presekane,
HAS_CAUSE,zaradi znižanja in razčlenjevanja kraškega površja,
CONTAINS,lahko vsebuje alohtone ter / ali avtohtone sedimente,lahko vsebuje
HAS_CAUSE,ki jo je denudacijsko spuščanje površja razgalilo na površje,
HAS_LOCATION,na kraških tleh,na
HAS_FUNCTION,kjer se zaradi nepropustnega dna in pobočij zbira deževnica,kjer se
HAS_FORM,plitva,
HAS_CAUSE,zaradi nepropustnega dna in pobočij,
STUDIES,razlaga izvora in nastanka jam,
HAS_FUNCTION,je proces spiranja gradiva izpod ruše ali krovnih usedlin s pomočjo tekoče vode,
HAS_FUNCTION,"kjer vlada zaradi poklinske prepustnosti kamnine podzemeljsko , kraško , pretakanje vode , učinkovito kemično raztapljanje kamnin",zaradi
CONTAINS,kjer so lahko razvite tudi značilne površinske in podzemeljske oblike,so lahko razvite
HAS_LOCATION,nad gozdno mejo,nad
CONTAINS,ki je širši kot izraza nivalni ali glacialni kras,
HAS_LOCATION,"ki je na območjih , kjer vode pritekajo iz fluvialnega geomorfnega sistema v kraškega ali obratno",kjer
HAS_CAUSE,je posledica popolne ali delne prekinitve dotoka vodnih tokov in nanašanja flišne naplavine na območje vršajev,je posledica
HAS_ATTRIBUTE,ki nimajo aktivnega procesa sedimentacije rečnih nanosov,ki nimajo
HAS_CAUSE,je zasipavanje dna rova s sedimenti in iztiskanje toka ter s tem tudi korozijskega procesa pod strop rova,
HAS_FORM,bodisi dolaste ali vrtačaste,
HAS_CAUSE,ki po stari Cvijićevi ( 1918 ) opredelitvi tvorijo v genetskem pogledu prehod od vrtač h kraškim poljem kot najvišjo obliko razvoja kraških globeli,
HAS_LOCATION,"ki je na območjih , kjer vode pritekajo iz fluvialnega geomorfnega sistema v kraškega ali obratno",
HAS_LOCATION,na krasu,na
HAS_FUNCTION,ki nimajo aktivnega procesa sedimentacije rečnih nanosov,
HAS_SIZE,navadno globoka več metrov,globoka
HAS_FORM,je bolj široka kot globoka,
HAS_CAUSE,Kemično preperevanje oziroma raztapljanje kraških kamnin imenujemo,
HAS_RESULT,"na površju pa se oblikujejo različne površinske oblike , za katere je pomembna kombinacija dobro topnih kamnin , njihova razpokanost in zadostna količina meteorne vode",se oblikujejo
HAS_RESULT,Posledica korozije je prevotljenost podzemlja z jamami,Posledica|je
HAS_RESULT,ki povzroča nastanek uravnav,ki povzroča
CONTAINS,zadenjske rečne erozije,
CONTAINS,bočne korozije morfološko vzpetih delov,
CONTAINS,korozije pod naplavino,
CONTAINS,vključuje kombinacijo vertikalnega raztapljanja s padavinami,vključuje
HAS_CAUSE,kemično denudacijo karbonatne podlage,
HAS_LOCATION,na območjih vršajev,
HAS_CAUSE,ki nastanejo s postopno denudacijo flišne naplavine,ki nastanejo s
COMPOSITION_MEDIUM,ki oblikujejo udornice v dinamičnem kraškem površju,v
HAS_CAUSE,je rezultat ravnovesja med različnimi procesi v udornici,je rezultat
HAS_FORM,ki so dodatno poglobljene zaradi zakrasevanja,
HAS_POSITION,za Južne Alpe in Dinarsko gorstvo,
DEFINED_AS,"kjer jo na južnem delu Dinarskega gorstva krajevno imenujejo do , na severnem delu pa navadno konta",krajevno imenujejo
HAS_CAUSE,vezana na specifične hidrološke procese na območjih koncentriranih podzemskih tokov,vezana na
HAS_CAUSE,večjo agresivnost ali erozivnost vodnih tokov,
HAS_CAUSE,nihanja piezometričnega nivoja v podzemlju,
HAS_CAUSE,je rezultat součinkovanja mnogih geomorfnih procesov,je rezultat
DEFINED_AS,Delež praznega prostora v določeni prostomini kamnine,v
HAS_LOCATION,v določeni prostomini kamnine,
HAS_LOCATION,največkrat med dvema prelomoma ter na zunanji strani zdrobljene cone,največkrat med
COMPOSITION_MEDIUM,tektonsko pretrtih kamnin,
HAS_LOCATION,Krajevno,
HAS_ATTRIBUTE,učinkovitejša,
HAS_RESULT,katere učinki se pokažejo kot izrazite površinske ali podzemske reliefue oblike,katere učinki
HAS_RESULT,ko vzdolž celotne sekvence od ponora do izvira laminarni tok preide v turbulentnega,
OCCURS_IN_TIME,med začetjem in prebojem,
MEASURES,Čas,
OCCURS_IN_TIME,ko je paragenetski prag prekoračen,ko je
HAS_FUNCTION,Prevaja s soseščine doteklo freatično vodo,Prevaja
HAS_FUNCTION,zbira krajevne dotoke padavinske vode skozi neprežeto cono,zbira
HAS_LOCATION,pod gladino podtalnice,pod
OCCURS_IN_TIME,med prebojem in paragenetskim pragom,med
HAS_LOCATION,v kamnini,
HAS_RESULT,ob kateri je prišlo le do neznatnih premikov,
DEFINED_AS,ploskev nezveznosti v kamnini,v
HAS_CAUSE,Mehansko nastala,
HAS_FORM,ploskev,
HAS_LOCATION,v določeni prostomini kamnine,
HAS_CAUSE,ki ga prispevajo odprte razpoke in lezike,ki ga prispevajo
DEFINED_AS,Delež praznega prostora v določeni prostomini kamnine,Delež|v
HAS_SIZE,do več 10O m širok,širok
HAS_FORM,usmerjen sistem razpok,
HAS_ATTRIBUTE,Premiki ob razpokah so neznatni,
HAS_FORM,Bolj ali manj gost,
HAS_FORM,brez izrazitih prepadnih odsekov,brez
HAS_SIZE,prehoden človeku,
HAS_LOCATION,"jamskega dna , kjer naj bi na krajšo razdaljo podzemska reka tekla ob pritisnjeni gladini",kjer|naj bi
HAS_FORM,Kolenasta,
HAS_ATTRIBUTE,je tok skozi kanal laminaren,
OCCURS_IN_TIME,med začetjem in prebojem,med
HAS_FUNCTION,prehodno,
HAS_LOCATION,podzemeljsko,
HAS_FORM,je lahko vodoravna ali navpična,
HAS_SIZE,je vsaj 10 m dolga ali globoka,
HAS_SIZE,"je dovolj velika , da je prehodna za človeka","je dovolj velika , da"
HAS_LOCATION,v kamnini,v
HAS_LOCATION,podzemna,
HAS_CAUSE,naravna,
HAS_ATTRIBUTE,naravno,
COMPOSITION_MEDIUM,v kamnini,v
HAS_FUNCTION,je prehodna človeku,je prehodna
HAS_ATTRIBUTE,naravna,
HAS_LOCATION,v kamnini,v
HAS_FUNCTION,je prehodna človeku,
HAS_SIZE,je vsaj deset metrov dolga ali globoka,
HAS_LOCATION,podzemna,
HAS_FUNCTION,prehodna,
HAS_FORM,pretežno horizontalna,
HAS_FORM,"nasprotno od brezna , ki je navpično",nasprotno od
HAS_CAUSE,"Glede na nastanek ločimo brezstropo , korozijsko , tektonsko , fosilno , obpobočno in podpobočno jamo",Glede na nastanek ločimo
HAS_FUNCTION,za človeka prehodna,
HAS_LOCATION,v kraški kamnini,v
HAS_CAUSE,Površinska denudacija razgali nekdanje jamske rove,razgali
HAS_FORM,na površju dajejo videz plitvih in podolgovatih kotanj,
CONTAINS,so velikokrat zapolnjeni z avtohtonimi ali alohtonimi sedimenti,
HAS_ATTRIBUTE,zadnji stadij razvoja jam,
HAS_CAUSE,"ki nastane , ko površje zaradi denudacije prereže podzemno votlino",
HAS_SIZE,največje,
HAS_FORM,"podolgovato , uravnano dno z jasno izraženim prehodom v višji obod",
HAS_ATTRIBUTE,kraška hidrologija,
HAS_FORM,sklenjen obod nad razmeroma uravnanim obsežnim dnom,
HAS_FUNCTION,kraški odtok ; površinske vode na polju ponikajo,ponikajo
HAS_LOCATION,vsaj na eni strani polja,vsaj na
COMPOSITION_MEDIUM,v živoskalni podlagi,v
HAS_FORM,"uravnano , tudi terasirano dno",
HAS_FORM,zaokrožena depresija s strmo vzpenjajočim se obodom,
COMPOSITION_MEDIUM,v nesortiranih naplavinah,v
HAS_FORM,jasno zaokrožene,
HAS_LOCATION,v krasu,v
HAS_FORM,otoke fluvialnega reliefa,
HAS_FORM,uravnane depresije s posebnimi pritočnimi in odtočnimi značilnostmi,
HAS_SIZE,večje,
HAS_CAUSE,nastale kot posledica medplastovnih zdrsov,nastale kot posledica
HAS_RESULT,ki lahko ob primernih pogojih prerastejo v kraške votline,prerastejo v
HAS_LOCATION,neprežete cone,
CONTAINS,kamor visoko nad gladino podtalnice vteka že oblikovan vodotok,vteka
HAS_FORM,Značilen je profil ključavnice,Značilen je
HAS_SIZE,prehodna človeku,
HAS_SIZE,naj bi bila vsaj 10 m dolga ali globoka,globoka|dolga
HAS_LOCATION,v krasu,v
HAS_CAUSE,naravna,
HAS_CAUSE,"alohtone , ki so zunanjega izvora in lahko s krasom sploh nimajo zveze",ki so|izvora
HAS_LOCATION,ki jih najdemo v kraških votlinah,v
HAS_CAUSE,paravtohtone ki so presedimentirani iz matične kamnine,
HAS_CAUSE,"avtohtone , ki nastajajo iz komponent poljubnega izvora v specifično jamskih razmerah",ki nastajajo iz
HAS_FUNCTION,"kot skupnost vseh nezveznosti v kamnini , ki "" obratujejo "" kraško",
HAS_FORM,kot zapletenejšo jamo,
STUDIES,kot sistem v smislu teorije sistemov,
HAS_LOCATION,pri opisovanju podzemskega krasa,
DEFINED_AS,kot skupnost več jam skupnega nastanka,
HAS_FORM,Kristali ditrigonalno skalenoedrično,
HAS_CAUSE,kristali neposredno iz vode,neposredno iz
CONTAINS,mineral z največ znanimi kristalnimi ploskvami,z največ znanimi
HAS_CAUSE,nastane tudi s kalcitizacijo aragonitnih ogrodij nekaterih organizmov,nastane tudi s
COMPOSITION_MEDIUM,"Kalcit je osnovna sestavina običajne sige , med kamninami apnenca , delno marmorja in karbonatitov",osnovna sestavina
HAS_FORM,Najbolj običajna kristalna oblika je romboeder,oblika
HAS_RESULT,"Ko denudacija kamin odpre s površja , mu pravimo brezno",
HAS_FORM,Vodoravni preseki manjših kaminov se ravnajo pretežno po inicialnih strukturah,
HAS_FORM,Prostorski potek kamina se ravna po navpičnici,
HAS_CAUSE,Delo prosto padajoče prenikle vode,Delo
HAS_FORM,za večje je značilen elipsast presek,
HAS_LOCATION,značilna za neprežeto cono,značilna za
HAS_FORM,Navpična,
HAS_SIZE,"vendar slednji predvideva antropogeno najmanjšo dimenzijo , medtem ko pri kanalu te omejitve ni",
HAS_FUNCTION,Osnovni gradnik svežnja,
HAS_FUNCTION,ki ( je ) prevaja isti tok,
DEFINED_AS,"Niz strukturnih segmentov , ki ( je ) prevaja isti tok",ki ( je ) prevaja
DEFINED_AS,Hipotetični blok kraške kamnine,
STUDIES,ki služi pri teoretskih razglabljanjih kot vzorčni izsek celotnega speleogenetskega prostora,ki služi
HAS_RESULT,se odraža v oblikovanju zaprtih globeli in kopastih vrhov ter v opazni kanalski poroznosti,
HAS_CAUSE,Ena materializacij eksogenega preoblikovanja kontinentalne zemeljske skorje,
COMPOSITION_MEDIUM,sorazmerno hitro in enakomerno topna matična kamnina ( kraške kamnine ),
HAS_CAUSE,vertikalen odtok padavinskih voda s površja,
HAS_CAUSE,dovolj obilne padavine,
HAS_CAUSE,možnost nastajanja zveznih podzemskih kanalov,
HAS_CAUSE,zanemarljiva akumulacija,
HAS_CAUSE,Značilno je odnašanje snovi v raztopini,Značilno je
HAS_SIZE,daljše ali globlje od 10 m,daljše|globlje
CONTAINS,kjer najdemo človeku prehodne votline,kjer najdemo
HAS_LOCATION,Eden predelov na Zemlji,na
HAS_POSITION,na Zemlji,
OCCURS_IN_TIME,zakrasevanja v sorazmerno stabilnih hidrogeoloških razmerah med dvema regionalnima tektonskima dogodkoma,dogodkoma
HAS_RESULT,Posamezni kraški fazi naj bi ustrezal en sveženj,
HAS_ATTRIBUTE,V območju svežnja tedaj vladajo stabilni pogoji,
HAS_SIZE,v primerjavi z razpoklinsko poroznostjo majhna,
HAS_CAUSE,kadar imajo kanali ( odtod sinonim kanalska poroznost ) bistven vpliv na način in količino pojavljanja vode v kamnini,vpliv
COMPOSITION_MEDIUM,v določeni prostornini kamnine,v
HAS_LOCATION,"tam , kjer je kamnina močno zakrasela",kjer je
HAS_CAUSE,"nastala s procesi , ki jih definiramo kot kraške",nastala s
HAS_FORM,Poljubno oblikovana,
HAS_SIZE,je pa večja od dimenzije preboja,večja
OCCURS_IN_TIME,da so regionalno zaznavno topne med dvema regionalnima tektonskima dogodkoma,dogodkoma
HAS_ATTRIBUTE,so topne brez ostanka,
HAS_ATTRIBUTE,da ne prihaja do Zogovicevega efekta,
HAS_RESULT,na katerih se ob izpolnitvi drugih potrebnih pogojev lahko razvije kras,lahko razvije
CONTAINS,"so marmorji , pogojno kvarciti",
CONTAINS,"karbonati ( apnenci , dolomiti in njihovi klastiti ) , sulfati , haloidi , v posebnih razmerah kremenovi peščenjaki",
HAS_CAUSE,"nastala kot neposredna ali posredna posledica nadomeščanja trdne faze s tekočo in posledično lete s tekočo , plinasto ali sekundarno trdno fazo",nastala kot
HAS_CAUSE,"ki nastane z odnašanjem matične kamnine , ob delovanju procesov , kijih definiramo kot kraške",nastane z
HAS_CAUSE,"v katerem vladajo v svežnju oz . kanalih stalne hidrodinamske razmere , na katere se oblikovanje kanala odziva na značilen način",
HAS_FUNCTION,v katerem lahko nastanejo ali so že nastale kraške votline,
DEFINED_AS,"Sinonim za individualno , človeku prehodno kraško votlino , modrejši izraz ja jamo",
DEFINED_AS,"Produkt kateregakoli procesa , ki dovaja trdno fazo v kraško votlino in nadomešča speleogen",
HAS_FORM,ki po obliki spominja na predor,po obliki spominja na
HAS_CAUSE,"Nastane za ponori večjih alogenih tokov , v manjšem obsegu kot učinek Gospo­daričevega efekta v avtigenem okolju",Nastane
HAS_LOCATION,v epifreatični coni,v
DEFINED_AS,način pretakanja tekočine,
HAS_FORM,Vrtinčast,
HAS_ATTRIBUTE,"Turbulentni tok traja od preboja do paragenetskega praga , pa tudi onkraj njega",traja od
HAS_FORM,pri katerem se tokovnice prepletajo,
HAS_LOCATION,Navadno se pojavi v kanalih večjih od 51 O mm,Navadno se pojavi v
HAS_CAUSE,"To se dogaja pri hitrostih , večjih od 10 · 3 m / s",To se dogaja
DEFINED_AS,"Najzgodnejša speleogenetska faza , ko se "" zapiše "" prihodnji potek kanala ( ov )",
HAS_LOCATION,Praviloma se začetje odvije ob leziki,ob
HAS_FUNCTION,"Tedaj nastane med časom / krajem , kjer doslej ni bilo speleogenetske aktivnosti , laminaren tok",Tedaj nastane
HAS_CAUSE,"Bistveni faktorji začetja še niso povsem znani , zdi pa se , da odločajo večje liološke razlike med skladoma ( transbedding contrast ) , navzočnost pelitov ali navzočnost pirita oz . organske snovi",odločajo
OCCURS_IN_TIME,"Kaže , da se začetje mnogokrat izvrši že v času diageneze",izvrši že v času
HAS_FORM,"Terenske raziskave kažejo , da so to jasno določljive lezike , redkeje oblične ploskve",
HAS_LOCATION,v kamninski skladovnici,v
HAS_FUNCTION,kjer se lahko ( ali se je že ) izvrši ( lo ) začetje,izvrši
HAS_FORM,ki nima povezave z mrežo jamskih kanalov,
HAS_CAUSE,Predvsem korozijska,
HAS_LOCATION,v navpični steni,v
HAS_LOCATION,med dvema plastema oziroma znotraj plasti,znotraj|med
HAS_SIZE,manjših dimenzij,
HAS_FORM,Ob stiku z epikrasom so zbirni kanali večkrat spužvasti ( anastomozni ),
HAS_LOCATION,v zgornjem delu neprežete cone,
HAS_FUNCTION,"Še razpršeno preniklo ( padavinsko ) vodo zbirajo v večje curke , ki lahko prosto padejo in oblikujejo kamine",zbirajo
OCCURS_IN_TIME,nastane v času zgodnje diageneze,
HAS_LOCATION,Zgodnjediagenetski kras nastane vrh sladkovodne leče oz . vzdolž haloklinale v morskih grebenih in atolih,nastane vrh|vzdolž
CONTAINS,"Votline zapolni mlajši karbonatni material ( karbonatno blato ) , sparitni kalcit ( kokardne teksture ) , glineni material , pa tudi breče , ki nastanejo s porušenjem stropov teh jam",
HAS_CAUSE,z raztapljanjem ( korozijo ) povsem ali delno strjenega apnenca,
HAS_CAUSE,"Lastnost dolomita ( kamnine ) , da se v gotovih razmerah ne raztaplja frontalno , temveč parcialno",
HAS_CAUSE,To je lahko posledica nepopolne dolomitizacije apnenca ali pa mehanske neodpornosti dolomita na tektonske poškodbe,je lahko posledica
HAS_FUNCTION,so zaščitili apneniško podlago pod sabo pred dežjem in korozijo in,
HAS_RESULT,po zadnji ledeni dobi sčasoma relativno dvignili nad okolico,
CONTAINS,"vil , divjih žena , ajdov , velikanov , pritlikavcev , divjakov in podobno",
HAS_FORM,Manjše votline,
HAS_FORM,ki se poglablja navzdol,
HAS_FORM,vodoravno votlino,
HAS_FORM,ki se širi navzdol,
HAS_FORM,kotlasto ali lijakasto,
HAS_SIZE,s premerom do enega kilometra širine in globino od nekaj do več sto metrov,s premerom
COMPOSITION_MEDIUM,v apnencu,v
MEASURES,spodnjo pa določa gladina vode ob izredni suši,določa
MEASURES,katastrofalno visoke vode,
DEFINED_AS,Pas med najvišjo in najnižjo piezometrično vodno gladino,
HAS_LOCATION,je območje aktivnega hidrološkega stika med fluvialnim in kraškim geomorfnim sistemom,
HAS_FORM,daljše,
HAS_FORM,vodoravne,
HAS_LOCATION,približno na višini gladine podzemne vode,približno na
HAS_CAUSE,Rezultat parageneze so,Rezultat
HAS_SIZE,velike od nekaj milimetrov do nekaj metrov,velike
COMPOSITION_MEDIUM,iz kalcijevega karbonata,iz
HAS_ATTRIBUTE,brez vonja in barve,brez
DEFINED_AS,"je proces nastajanja , razvoja in izginjanja jam",
HAS_FORM,s širokim portalom,
HAS_FUNCTION,ki ga je lahko izkoriščal človek za zavetje,ga je lahko izkoriščal
CONTAINS,"ki vsebuje nevezano ogljikovo , humozno , dušikovo ali druge kisline",vsebuje
HAS_FUNCTION,je še sposobna raztapljati karbonatno kamnino,je še sposobna
HAS_FUNCTION,ki je sposobna korodirati,je sposobna
COMPOSITION_MEDIUM,sestavljena pretežno iz kalcijevega karbonata,sestavljena pretežno iz
STUDIES,ki preučuje zveze med človekom in jamo,preučuje
STUDIES,V ožjem smislu veda o jamskem pračloveku,
HAS_FORM,V naših jamah običajno nastopa v obliki igličastih kristalov,v obliki
COMPOSITION_MEDIUM,iste sestave kot kalcit,iste sestave kot
COMPOSITION_MEDIUM,Navadno vsebuje manjšo primes stroncija SrCO3,Navadno vsebuje
HAS_FORM,le da kristalizira rombično,
COMPOSITION_MEDIUM,iz kamna ali kosti,iz
DEFINED_AS,Kos predhistoričnega orodja,
DEFINED_AS,"vsako določevanje podzemeljskih vodnih zvez s kemičnimi , biološkimi in fizikalnimi sredstvi",
DEFINED_AS,Določevanje sklenjenosti kraške vode,
HAS_CAUSE,"V ožjem smislu obarvanje ponirajoče vode z namenom , da bi ugotovili njen ponovni iztok",
HAS_LOCATION,v jamah,
STUDIES,"o živih bitjih v jamah , v širšem smislu v podzemlju sploh .",
HAS_LOCATION,v podzemlju,
HAS_LOCATION,v vlažni tropski ali subtropski klimi,v
COMPOSITION_MEDIUM,sestavljena v pretežni meri iz aluminijevih hidroksidov,sestavljena v pretežni meri iz
HAS_CAUSE,Ta aluminijeva ruda je rezultat preperevanja apnenca,je rezultat
HAS_FORM,bolj globoka kot široka,
HAS_FORM,"ki se ji ne vidi dna , “ brez dna ”",
HAS_FORM,Navpična ali strma,
HAS_FUNCTION,v katerega ponika voda,v katerega ponika
HAS_FUNCTION,Iz njega voda izvira,
HAS_FUNCTION,v katerem vodna gladina koleba skladno s širšo gladino ( nivojem ) kraške vode in je zato njen kazalec,koleba skladno s
HAS_FORM,Je podobno lijaku in se navzdol oži,Je podobno
HAS_LOCATION,v kraško podzemlje,v
HAS_FUNCTION,ponikne,
COMPOSITION_MEDIUM,večidel prekrito z naplavino,
HAS_FUNCTION,ponikanje vodnega toka,
HAS_LOCATION,kamor se izgublja voda,kamor se izgublja
HAS_LOCATION,v odprtino,v
HAS_FUNCTION,v katero teče potok ali reka,v
HAS_SIZE,Večja,
HAS_SIZE,večja,
HAS_FORM,vodoravna,
HAS_FUNCTION,v kateri ponika voda,v kateri ponika
HAS_LOCATION,na obali ali jezerski kotanji,na
HAS_FUNCTION,v katerega teče voda iz jezera,
HAS_LOCATION,v skalnem koritu,v
HAS_LOCATION,Mesto izgubljanja vode v kraško podzemlje,Mesto
HAS_FUNCTION,ki požira vodo,ki požira
HAS_FORM,Oblika jamskega rova v prečnem preseku,v prečnem preseku
HAS_FORM,"Po podobnosti z geometrijskimi liki ločimo okroglasti , sodasti , pravokotniški , kvadratasti , trapezasti , kupolasti ( svodasti ) , lečasti , špranjasti ( itd . ) prečni profil",Po podobnosti z geometrijskimi liki ločimo
HAS_FUNCTION,oblikuje gravitacijski prečni profil,oblikuje
HAS_FORM,"Zanj so značilne stene , ravno dno in svodast strop",
CONTAINS,". stene , ravno dno in svodast strop",
HAS_CAUSE,nastali s pretokom vode pod tlakom,
HAS_FORM,značilne okroglaste oblike,značilne okroglaste oblike
HAS_FUNCTION,oblikuje eforacijski prečni profil,oblikuje
OCCURS_IN_TIME,"Doba v razvoju površja pred začetkom zakrasevanja , ko je vladal na površju rečni ( normalni ) relief",pred začetkom
STUDIES,Določujejo jo z izgubljanjem vode v določenem časovnem razmaku in pod določenim pritiskom na meter dolžine vrtine v kraški kamnini,Določujejo jo z
DEFINED_AS,Stopnja prepustnosti kraške kamnine,
HAS_FUNCTION,ki se občasno presuši,
