REL_LABEL,REL_TOK,REL_FRAME
HAS_FORM,Vrtačasta,
COMPOSITION_MEDIUM,v nekarbonatni kamnini,v
COMPOSITION_MEDIUM,"v nekarbonatnih kamninah ( lavi , soli )",v
COMPOSITION_MEDIUM,v nekarbonatni kamnini,v
HAS_SIZE,enakomerno širok,
HAS_FORM,cevast,
HAS_FORM,neglede na dimenzije in oblike,
HAS_LOCATION,Del jame ali brezna,Del
HAS_POSITION,"med Tržaškim zalivom in Vipavsko dolino v regiji , ki jo imenujemo Kras",med
HAS_FORM,je bolj široka kot globoka,
HAS_SIZE,navadno globoka več metrov,navadno globoka
HAS_LOCATION,do katere se karbonati še odlagajo,do katere se|odlagajo
HAS_LOCATION,kjer je dinamika odlaganja večja od dinamike raztapljanja karbonatov,kjer je
COMPOSITION_MEDIUM,ki jo sestavljata minerala dolomit ( več kot 50 utežnih odstotkov ) in kalcit,jo sestavljata
HAS_CAUSE,sedimentna,
HAS_LOCATION,ki so prisotne pod približno 25 odstotki celinskega površja,ki so prisotne pod
HAS_ATTRIBUTE,na površini izdanjajo v manjši meri kakor karbonati,
HAS_CAUSE,ki so nastale z izločanjem mineralov iz prenasičene solne raztopine zaradi popolne ali le delne evaporacije vode,ki so nastale z
HAS_ATTRIBUTE,saj se najhitreje izloči iz vode,
HAS_ATTRIBUTE,ki se pri evaporaciji prvi izloči iz vode,
HAS_CAUSE,ki nastane z metamorfozo apnencev in dolomitov pri povišanih tlakih in temperaturi,ki nastane z
HAS_CAUSE,ki nastanejo zaradi delovanja napetosti,ki nastanejo zaradi
HAS_LOCATION,v kamnini,v
HAS_CAUSE,kemično preperevanje oziroma raztapljanje,
HAS_POSITION,na Zemljinem površju,na
HAS_LOCATION,predvsem v sušnejših klimatskih okoljih,predvsem v
COMPOSITION_MEDIUM,v čisti vodi,v
HAS_CAUSE,preteklih geoloških razdobjih nastala,
HAS_FUNCTION,"se , danes ne oblikuje več",
HAS_CAUSE,so jo podori bistveno preoblikovali,
CONTAINS,s podornim skalovjem,
HAS_CAUSE,Nastala s podiranjem,Nastala s
HAS_CAUSE,Nastala neposredno s tektonskimi procesi,Nastala neposredno s
HAS_FUNCTION,po kateri teče reka ali potok,
HAS_CAUSE,ki jo je izoblikoval vodni tok,ki jo je izoblikoval
HAS_CAUSE,ki kaže jasne znake nastanka ob leziki,
HAS_LOCATION,na stiku različnih kamnin,na stiku
HAS_FORM,ki jih lahko povezujejo brezna ali skoki,
HAS_FORM,ki ima rove vidno razvrščene v dveh ali več nadstropjih,
HAS_RESULT,iz katere so po starinskem verovanju prihajale nevihte s točo,iz katere so
HAS_FUNCTION,ki je opremljena za splošni obisk turistov in ima organizirano vodniško službo,je opremljena za
HAS_FORM,ki predira vzpetino od enega pobočja do drugega,
CONTAINS,v kateri so zadušni plini,v kateri so
STUDIES,"ki odkriva , obiskuje in opisuje jame iz neturističnih namenov",
STUDIES,na področju speleologije,
HAS_LOCATION,v jami,v
HAS_CAUSE,"Po nastanku avtohtona ( nastala na licu mesta ) , paravtohtona ( premeščena znotraj jame ) ali alohtona ( prinesena od zunaj )",
STUDIES,raziskuje klimatske ( meteorološke ) razmere v podzemeljskih votlinah,raziskuje
HAS_RESULT,od koder se stekajo vode proti različnim izvirom,
HAS_CAUSE,posledica delovanja površinskih tokov in erozije ter denudacije,posledica delovanja
CONTAINS,"brez površinskih depresijskih oblik , vrtač ni oziroma jih je manj",brez
COMPOSITION_MEDIUM,na stičišču prepustnih in za vodo neprepustnih kamnin,na
OCCURS_IN_TIME,v kateri se občasno pojavlja površinski vodni tok,kateri se občasno
HAS_CAUSE,so posledica razpada površinske rečne mreže,so posledica
HAS_LOCATION,"so značilne oblike tako za normalni oziroma fluvialni relief , kot tudi za kraški relief",so značilne oblike tako za
HAS_CAUSE,rušenje jamskih stropov do površja oziroma udor,
HAS_CAUSE,lahko delujeta tako kraški kot fluvialni geomorfni sistem,
HAS_CAUSE,kjer prevladuje odnašanje materiala s pobočij in akumuliranje materiala v kraških kotanjah,kjer prevladuje
HAS_CAUSE,pritekajo vode iz fluvialnega geomorfnega sistema v kraškega ( ali obratno ) oz . je kras preoblikovan pod vplivom alogenih vodotokov,pod vplivom
HAS_LOCATION,na kontaktnem krasu,na
HAS_ATTRIBUTE,kjer je proces akumulacije naplavine intenzivnejši od korozije,kjer je
HAS_CAUSE,ki jih na kraško matično podlago nanesejo občasni alogeni tokovi,
HAS_ATTRIBUTE,voda pa na robovih odteka v kras,
HAS_LOCATION,Najvišja plast zgornjega akvifuga,
HAS_CAUSE,"zmrzovanje in taljenje , dežno-snežna erozija , soliflukcija in nivacija",
HAS_LOCATION,v skalnem koritu,v
HAS_FUNCTION,ki požira vodo,požira
HAS_LOCATION,na površju,
CONTAINS,kjer na površju delujeta tako kraški kot fluvialni geomorfni sistem,kjer
DEFINED_AS,ki preprosto pomeni požiralnik oziroma ponor,ki preprosto pomeni
HAS_FUNCTION,od koder se stekajo vode proti različnim izvirom,se stekajo
OCCURS_IN_TIME,"ki je aktiven ob visokih vodostajih , ko nižji , običajno stalnejši izvir ne zmore prevajati vse vode , ki priteka iz kraškega vodonosnika",ko|ki je aktiven ob
OCCURS_IN_TIME,občasni,
OCCURS_IN_TIME,ko se vzdolž celega kanala pojavi turbulenten način pretakanja vode,ko se|pojavi
HAS_LOCATION,na jamskih stenah,na
HAS_ATTRIBUTE,Najpogostejše oblike,
HAS_FUNCTION,vode iz nekraškega površja tečejo v kras,
HAS_LOCATION,Območja na stiku kraških in nekraških kamnin,na
HAS_LOCATION,kjer vode iz nekraškega površja tečejo v kras,kjer|tečejo
HAS_LOCATION,približno na višini gladine podzemne vode,približno na višini
HAS_RESULT,so daljše vodoravne jame,so
HAS_RESULT,Rezultat,Rezultat
HAS_RESULT,so rezultat vrezovanja ob spuščanju gladine podzemne vode,so rezultat
HAS_LOCATION,v epifreatični ali vadozni coni,v
HAS_ATTRIBUTE,Najpogostejši kemogeni sediment,
HAS_POSITION,na slovenskem krasu,na
HAS_LOCATION,v jamah,v
COMPOSITION_MEDIUM,večinoma kalcitne sestave,
HAS_CAUSE,nastane pa zaradi porušenega dinamičnega ravnotežja v raztopini,nastane
HAS_CAUSE,iz kapljajoče vode,
HAS_LOCATION,ki zrastejo na tleh,
HAS_SIZE,do kilometer široke in do 100 metrov globoke,široke|globoke
HAS_SIZE,Večje,
HAS_CAUSE,ki se centripetalno stekajo s pobočij v dna kotanj,
HAS_FORM,Zvezdasta tlorisna oblika,
HAS_LOCATION,na krasu,
HAS_FUNCTION,Pomemben dejavnik pri oblikovanju polj,pri oblikovanju
HAS_SIZE,Večje,
HAS_FORM,uravnane,
HAS_LOCATION,višji deli kraškega reliefa,
HAS_FORM,z bolj strmimi pobočji,
HAS_ATTRIBUTE,"redki , a zelo značilni za kras",
HAS_LOCATION,na kraških poljih,na
HAS_LOCATION,sredi ravnega dna kraškega polja,sredi
HAS_CAUSE,saj je kamnina v tem delu zaradi različnih vzrokov bolj odporna na raztapljanje,saj je
HAS_ATTRIBUTE,je majhna količina padavin,
OCCURS_IN_TIME,ki so razporejene neenakomerno v obliki močnih in kratkotrajnih nalivov,ki so razporejene
HAS_LOCATION,na stiku kraških in nekraških kamnin,na stiku
HAS_ATTRIBUTE,prepletanja procesov fluvialnega in kraškega geomorfnega sistema,prepletanja procesov
HAS_LOCATION,"pa se nahajajo na območjih , ki so bila ledeniško preoblikovana",se nahajajo
HAS_LOCATION,ki so vezana na poledenela območja,so vezana na
HAS_ATTRIBUTE,s sledovi bivanja v paleolitiku,s sledovi
HAS_LOCATION,v območjih poledenitve,v
HAS_CAUSE,ki najverjetneje nastanejo s točkastim odtekanjem podledeniških tokov v njihovih dneh,nastanejo
HAS_FORM,večji uravnani deli,
HAS_LOCATION,na strmih pobočjih,
HAS_FORM,je v tlorisu bolj ali manj okrogle oblike,oblike
HAS_FUNCTION,v katero teče potok ali reka,v katero teče
HAS_FORM,vodoravna,
HAS_SIZE,večja,
HAS_LOCATION,v skalnem koritu,v
HAS_FUNCTION,ki požira vodo,
HAS_FORM,s sklenjenim višjim obodom in ravnim dnom,
COMPOSITION_MEDIUM,v kraškem ozemlju,v
HAS_CAUSE,nastali z odmikom pobočja nad ponori,nastali z
HAS_FORM,strmi ali navpični,
HAS_CAUSE,je rezultat litološke in tektonske zgradbe ter njenega dosedanjega geomorfološkega preoblikovanja,je rezultat
CONTAINS,površinske in podzemne reliefne oblike,
HAS_CAUSE,zaradi razpoklinske prepustnosti in topnosti kamnin,
COMPOSITION_MEDIUM,"v karbonatnih kamninah , v apnencu in dolomitu",v
HAS_CAUSE,so nastale kot posledica kemičnega in mehanskega delovanja vode,so nastale kot posledica
HAS_FORM,"okroglaste oblike , ki se začne poglabljati v površje z vidnim prelomom strmine",oblike
HAS_LOCATION,neposredno nad stalnejšim izvirom,nad
HAS_LOCATION,vstran od njega,vstran od
HAS_LOCATION,ko nižji stalnejši izvir ne zmore vse iz podzemlja pritekajoče vode,ko
HAS_CAUSE,ki deluje ob višji vodi,deluje
HAS_POSITION,"Škratovka , Lijak",
HAS_POSITION,Krška jama,
HAS_SIZE,nekaj metrov širok,
HAS_LOCATION,vzdolž razpok,vzdolž
HAS_FORM,globok premočrten jarek,
HAS_POSITION,na Portoriku,
HAS_LOCATION,v visokogorskem krasu,v
HAS_FORM,s strmimi ali navpičnimi pobočji,
DEFINED_AS,celokupnost kraških značilnosti ali sinonim za kras,
DEFINED_AS,"morfoloških , hidroloških ali drugih značilnosti , ki predstavljajo kras",
HAS_FORM,uravnano,
CONTAINS,ki ga lahko razčlenjujejo drobne in srednjevelike kraške kotanje,
HAS_LOCATION,"v robnih apnencih ob vododržnih kamninah , s katerih priteka agresivna voda",ob|v
CONTAINS,kjer nastopajo značilne površinske kraške oblike,
HAS_FORM,Podolžni,
CONTAINS,"kraških polj , uval , suhih dolin",
HAS_POSITION,Notranjsko podolje .,
CONTAINS,tudi niz nižjega kraškega sveta,niz
HAS_FUNCTION,vodnoprepustna,
HAS_LOCATION,kraškega ozemlja,ozemlja
HAS_FORM,Prevotljena,
CONTAINS,"celokupnost votlin , zlasti jam in brezen",
CONTAINS,kraškim odtokom,
HAS_FORM,z ravnim dnom,
CONTAINS,ima ponikalnico in strm obod,ima
HAS_SIZE,Največja,
HAS_FORM,s trajnim ali skoraj trajnim jezerom v dnu ali delu dna,v dnu ali delu dna
HAS_POSITION,Planinsko polje,
OCCURS_IN_TIME,letno nastopajo poplave,
HAS_FUNCTION,dno polja predstavlja jez za podzemeljske kraške pretoke,predstavlja jez za
HAS_POSITION,Planinsko polje,
COMPOSITION_MEDIUM,Iz vodonepropustnih ali slabo prepustnih kamnin sestavljeno,sestavljeno
CONTAINS,v katerem ni površinskega trajnega ali periodičnega vodnega toka ali poplav,
HAS_LOCATION,na stiku med vododržnimi in vodoprepustnimi kamninami,na stiku med
HAS_LOCATION,na robnih karbonatnih kamninah na stiku z večjim kompleksom neprepustnih kamnin,na|na stiku z
HAS_FORM,z zaobljenimi žlebovi in vmesnimi hrbti,
HAS_CAUSE,zaradi vplivov talne odeje v sedanjosti ali preteklosti .,zaradi
HAS_ATTRIBUTE,ki ni v skladu s procesi v novem okolju .,
HAS_FORM,Z neprepustnimi sedimenti prekrita,prekrita
CONTAINS,gosto s škrapljami posejano,
HAS_LOCATION,na stalno zmrznjenih tleh ( permafrostu ),na
HAS_CAUSE,nastaja zaradi neenakomernega sezonskega odtajanja in zmrzovanja vode,nastaja zaradi
HAS_LOCATION,"v vrhnjem sloju nad trajno zmrlo podlago ( permafrostom , merzloto ) .",
HAS_FORM,"Zvegano , kraškemu površju podobno",podobno
DEFINED_AS,količina raztopljenih soli v enem litru vode,
DEFINED_AS,vsota kalcijevih in magnezijevih ionov v enem litru vode .,
DEFINED_AS,"delež magnezijevih in kalcijevih ionov , ki so vezani na ogljikovo kislino",
HAS_FUNCTION,za varno oranje,za
HAS_LOCATION,na travnih površinah v gladini prsti,na
DEFINED_AS,Odbijanje in odstranjevanje kamnov,
HAS_LOCATION,na ornih zemljiščih v globini lemeža,na
HAS_FUNCTION,za košnjo,za
HAS_LOCATION,ki živi le v podzemlju,v
HAS_LOCATION,ki živi obdobno na zemeljskem površju ( npr . netopir,na
HAS_LOCATION,"se v jamo samo zateče , biva v njej le obdobno",v
HAS_FORM,Udorna vrtača,
CONTAINS,s tekočo vodo na dnu,s
HAS_LOCATION,nad votlino,nad
HAS_CAUSE,z očitno udornim nastankom,z|nastankom
HAS_CAUSE,da je nastala ali se poglobila z ugrezanjem,je nastala
HAS_FORM,depresija,
HAS_LOCATION,v sipkih sedimentih,
HAS_SIZE,manjša,
HAS_FORM,Skledasta,
HAS_FORM,"z neravnim , običajno z vrtacami razčlenjenim dnom",
HAS_SIZE,navadno manjša od kraškega polja in večja od vrtače,večja od|manjša od
COMPOSITION_MEDIUM,prodno-peščena,
HAS_FORM,stožčaste oblike,
HAS_CAUSE,ki nastane pred čelom mirujočega ledenika,nastane
HAS_LOCATION,na kontaktnem   krasu,na
HAS_LOCATION,površinske,
HAS_LOCATION,na   krasu,na  
HAS_LOCATION,na območjih vršajev,na območjih
HAS_CAUSE,nastanejo s postopno denudacijo flišne naplavine in kemično denudacijo karbonatne podlage,nastanejo s
HAS_FORM,v osrednjih in spodnjih delih pa imajo značilno konveksno obliko,
HAS_FORM,v tlorisu pahljačaste oblike,v tlorisu
HAS_FORM,Njihovi podolžni profili so izrazito konkavni v zgornjih delih,
OCCURS_IN_TIME,se sedimentacija vršaja prekine,
COMPOSITION_MEDIUM,v spodaj ležeči karbonatni matični podlagi,v
HAS_CAUSE,zaradi neenakomerne denudacije kraškega površja,zaradi
HAS_CAUSE,do prekinitve fluvialne akumulacije alohtonega materiala ter postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko,
HAS_LOCATION,na karbonatni podlagi,na
HAS_LOCATION,na pleistocenskih in oligocenskih konglomeratih,na
HAS_LOCATION,na dolomitih jih navadno ni,na
HAS_LOCATION,na apnencih,na
HAS_LOCATION,na karbonatih in evaporitih,na
HAS_CAUSE,"Po nastanku pa jih ločimo na korozijske , udorne , sufozijske in posedne ( Ford , Williams , 2007 )",Po nastanku pa jih ločimo na
HAS_FORM,"Po obliki jih   Slovenska kraška terminologija   ( Gams in sod . , 1973 ) deli na skledaste , lijakaste , kotlaste in vodnjakaste",Po obliki jih|deli na
HAS_FORM,je bolj široka kot globoka,
HAS_SIZE,navadno globoka več metrov,
HAS_LOCATION,v podzemlje,v
HAS_LOCATION,v tleh zakraselega območja,v
HAS_FORM,lijakasta,
DEFINED_AS,deformacija razpoklinskega prevodnika,
HAS_RESULT,tako da inicialne strukture preraščajo v kanale,preraščajo v
HAS_LOCATION,v določeni prostomini kamnine,
DEFINED_AS,Delež praznega prostora v določeni prostomini kamnine,v
COMPOSITION_MEDIUM,"ki ga prispevajo razpoke , Jezike in kraške votline",ki ga prispevajo
HAS_FUNCTION,pri katerem so tokovnice ves čas vzporedne,
HAS_LOCATION,V jamskih kanalih,V
OCCURS_IN_TIME,traja laminarni tok od začetja do preboja,traja
HAS_SIZE,"možno samo pri majhnih hitrostih , do 10 · 3 mis",
HAS_CAUSE,"nastane , kadar je Reynoldsovo število < 2000",nastane
DEFINED_AS,"je kombinacija štirih parametrov ( premera kanala , gostote , hitrost in viskoznosti tekoči ­ ne",je kombinacija
HAS_LOCATION,kije nastal vzdolž lezike in ji popolnoma sledi,vzdolž
CONTAINS,Vključuje epi - in endokraške pojave,Vključuje
HAS_CAUSE,nastal zaradi delovanja padavinskih voda na kraške kamni ne,nastal zaradi
HAS_FUNCTION,Prevaja tudi vode invazijskih jam,Prevaja
HAS_LOCATION,nad gladino podtalnice,nad
HAS_FUNCTION,Prevaja preniklo padavinsko vodo in jo oddaja prežeti coni,Prevaja
HAS_RESULT,vzdolž katere je nastal pomemben del svežnja,vzdolž katere
HAS_SIZE,a se ne razteza na večje razdalje,razteza
HAS_LOCATION,v kamnini,
HAS_LOCATION,ki je v okviru natančnosti opazovanj vzporedna pravim lezikam,vzporedna
HAS_FUNCTION,Speleogenetsko pomembna nezveznost v kamnini,v
HAS_RESULT,bistveno zavre nadaljnje korozijsko večanje,zavre
HAS_RESULT,"Dimenzija kanala , pri kateri netopno plavje prekrije stene",
HAS_LOCATION,"v smeri , kjer stene oz . dno niso prevlečene s plavjem",v smeri
HAS_RESULT,"Razdalja , do katere zaradi reakcije s prikamnino prenikujoči vodi agresivnost upade na 10% začetne vrednosti",do katere zaradi
CONTAINS,z značilnimi vzpetinicami v obliki stožcev ( stogov ),z
DEFINED_AS,Posebna oblika tropskega krasa,Posebna oblika
CONTAINS,mu dajejo vrtace znacilen izgled,
HAS_ATTRIBUTE,Nasprotje od merokrasa,
HAS_SIZE,globoki,
CONTAINS,"z vsemi kraškimi pojavi , vključno polji",vključno|z
HAS_LOCATION,za srednjeevropski kras,
HAS_ATTRIBUTE,"delni , nepopolni",
CONTAINS,z neizrazitimi kraškimi oblikami,z
HAS_CAUSE,ki le delno podlegajo zakrasevanju,podlegajo
COMPOSITION_MEDIUM,"v kamninah , kot je dolomit",
HAS_LOCATION,"pod zemeljskim površjem , oziroma pod zemljo ( prstjo )",pod|pod
HAS_LOCATION,v gorah nad gozdno mejo,v|nad
HAS_LOCATION,na sticišču prepustnih in vodno neprepustnih kamnin,na sticišču
HAS_LOCATION,na morski ali jezerski obali,na
COMPOSITION_MEDIUM,z več sto metrov debelimi kraškimi kamninami ne glede na globino piezometra,z
HAS_FORM,kjer najgloblje reliefne depresije ne dosegajo freatične cone,ne dosegajo
HAS_SIZE,z več sto metrov debelo cono vertikalnega kraškega pretakanja,z
COMPOSITION_MEDIUM,s plitvimi kraškimi ( vodoprepustnimi ) kamninami,
HAS_FORM,Globlje reliefne depresije segajo do freatične cone,segajo do
HAS_SIZE,v katerem je cona vertikalnega pretakanja plitva,v katerem
HAS_CAUSE,je nastal z zanj tipičnimi oblikami v drugačnih klimatskih in drugih pogojih v geološki preteklosti in je zastal v razvoju,nastal|je zastal
HAS_ATTRIBUTE,ki niso v skladu z recentnim zakrasevanjem,niso v skladu z
HAS_CAUSE,"katerih razvoj je v recentni dobi povsem zastal ( prim . fosilna jama , fosilno brezno , mrtva jama )",je|zastal
CONTAINS,kjer se osamljeno dvigajo več deset ali sto metrov visoke vzpetine kopaste oblike,se osamljeno dvigajo
HAS_LOCATION,Na Dinarskem krasu,Na
HAS_FORM,s katerega je bila odstranjena vododržna odeja,je bila odstranjena
HAS_CAUSE,Kot paleokras ( fosilni kras ) nastali,nastali
CONTAINS,"Makrooblike so fosilnega postanka , mikrooblike pa so lahko že recentne",
COMPOSITION_MEDIUM,v apnencu,v
HAS_FORM,so podobne površinskim,
HAS_LOCATION,neposredno pod prstjo ( zemljo,pod
HAS_LOCATION,v podzemlju,v
HAS_LOCATION,nekatere pa najdemo samo pod prstjo,pod
HAS_LOCATION,pritrjena na jamsko steno ali na strop,pritrjena na
CONTAINS,majhni stalaktiti,
HAS_FORM,v obliki diska ali palete,v obliki
COMPOSITION_MEDIUM,Sigova tvorba,
COMPOSITION_MEDIUM,sigova tvorba,
HAS_LOCATION,na strmi ali navpični steni,na
HAS_SIZE,večje širine,
HAS_FORM,Vodnemu slapu podobna,podobna
HAS_SIZE,Do nekaj centimetrov široka,široka
HAS_FORM,stopnička,
HAS_LOCATION,na rahlo položnih ali strmih pobočjih,
COMPOSITION_MEDIUM,"iz kalcita , huntita ali magnezija",iz
HAS_FORM,"Mokro je pastozno , suho pa krhko",
HAS_FORM,navpično do gladine vode segajočo steno na odtočni strani,
COMPOSITION_MEDIUM,iz sige,iz
CONTAINS,zapolnjena s stoječo vodo,zapolnjena s
OCCURS_IN_TIME,stalno ali obdobno,
HAS_FORM,Podolgovata,
HAS_FORM,tanka,
HAS_FORM,zvijugana sigova skorja,
HAS_LOCATION,na previsu,na
HAS_LOCATION,zrasle na jamski steni ali jamskem stropu,zrasle na
COMPOSITION_MEDIUM,Sigove tvorbe,
HAS_FORM,"okroglaste , čebuli podobne oblike",oblike
HAS_CAUSE,nastala z izločanjem sige iz kapljajoče vode,nastala z
HAS_FORM,Stoječa ali viseča,
HAS_FORM,oblike cevčiče oziroma slame,oblike
HAS_FORM,"po obliki lahko stožcast , valjast , kijast",po obliki
HAS_FORM,Stoječi,
HAS_FORM,Viseči,
HAS_FORM,"Po obliki cevast , korenast , kijast , svedrast",Po obliki
HAS_CAUSE,do stropa zrasli stalagmit,
HAS_CAUSE,Zraščena stalagmit in stalaktit,
HAS_CAUSE,do dna zrasli stalaktit,
HAS_SIZE,Drobna,
HAS_CAUSE,zaradi kapilarne vode,zaradi
HAS_FORM,zraste v raznih smereh,zraste v
COMPOSITION_MEDIUM,Sigova tvorba,
HAS_LOCATION,visi cez podlago,visi cez
HAS_FORM,"jo navadno sestavlja niz stalaktitov , zraslih deloma v sigov klobuk",
HAS_FORM,Nenavadno zavit,
HAS_CAUSE,"katerega oblika ni pogojena z gravitacijo , temveč z drugimi ( kristalnimi itd . ) silami",pogojena z
COMPOSITION_MEDIUM,na karbonatnih kamninah,na
HAS_ATTRIBUTE,prevladuje površinski odtok vode,prevladuje
HAS_ATTRIBUTE,"temperatura zraka z višino narašča , namesto da bi padala",
HAS_SIZE,se dvigujejo od nekaj 10 do 200 m nad okoliško površje,se dvigujejo|m nad okoliško površje
HAS_FORM,so v tlorisu okroglaste oblike,so v tlorisu
HAS_FORM,Kopaste,
HAS_FORM,kjer se osamljeno dvigajo več deset ali sto metrov visoke vzpetine,kjer se osamljeno dvigajo
HAS_LOCATION,je prevladujoč tip kraškega površja v zmernotoplem pasu,je prevladujoč tip
HAS_POSITION,na Dinarskem krasu,na
CONTAINS,vrtače,
HAS_CAUSE,je rezultat delovanja poledenitve na kraški geomorfni sistem,je rezultat
HAS_FORM,združuje kraške oblike in hidrologijo s podedovanimi ledeniškimi oblikami,združuje
HAS_CAUSE,kemična denudacija površja in vertikalni odtok padavinske vode v podzemlje,
HAS_ATTRIBUTE,dobra ohranjenost ledeniških geomorfoloških oblik,
CONTAINS,ledeniških geomorfoloških oblik,
HAS_CAUSE,je kraško površje lokalno preoblikovano zaradi delovanja površinsko tekočih vod,zaradi
COMPOSITION_MEDIUM,na dolomitu,
HAS_CAUSE,vezane tudi na močno zakrasevanje apnencev v podlagi,vezane tudi na
DEFINED_AS,Meja med nezasičenim in zasičenim območjem,
OCCURS_IN_TIME,ko vzdolž celotnega segmenta od ponorov do izvirov laminarni tok preide v turbulentnega,ko
HAS_CAUSE,litoloških značilnosti kamnine,
HAS_CAUSE,posledica tektonskega razvoja kamninskega masiva,posledica
HAS_FORM,Sistem freatičnih rovov in skokov,
COMPOSITION_MEDIUM,ga tvorijo vzporedno tekoče plasti vode,ga tvorijo
HAS_LOCATION,v inicialnih kanalih,v
HAS_LOCATION,Zgornji del te cone predstavlja,Zgornji del
COMPOSITION_MEDIUM,tanka prst,
HAS_FORM,razširjeni,
HAS_SIZE,Večji,
HAS_FORM,in ima v prečnem prerezu zaokrožen ( eforacijski ) profil,ima
HAS_CAUSE,ki ga je izoblikoval vodni tok pod tlakom ( eforacijski tok ),ki ga je izoblikoval
HAS_FUNCTION,Ob visoki vodi ima funkcijo izvira,ima funkcijo
HAS_FUNCTION,ob upadanju pa funkcijo ponora ( požiralnika ),
DEFINED_AS,Kraški vodni objekt,
HAS_FUNCTION,obdobno pa bruha brakično vodo,obdobno pa bruha
HAS_FUNCTION,ki obdobno požira morsko vodo,ki obdobno požira
HAS_SIZE,Nekaj cm ali dm dolga,
HAS_LOCATION,v jamski steni ali dnu rova,v
HAS_FUNCTION,Po tem znaku so fasete indikatorji smeri vodnega toka,
HAS_FORM,"Globlja in strmejša je na strani , iz katere je pritekla voda , ki je faseto izdelala",
HAS_FORM,ovalna,
HAS_CAUSE,"ki je zastal v razvoju zaradi zatrpanosti s pleistocenskimi sedimenti , navadno z morenskim gradivom",ki je zastal v razvoju zaradi
STUDIES,"Panoga geografije , ki se ukvarja z naravnimi osnovami in socialnim valoriziranjem krasa",se ukvarja z
CONTAINS,z globokimi žepi ilovice ali alohtonega gradiva,z
DEFINED_AS,Oblika podtalnega krasa,
HAS_LOCATION,v razjedeni kraški kamnini,v
HAS_FORM,s širokim skalnatim vhodom,s
HAS_SIZE,večjo,
HAS_FUNCTION,kjer se zadržujejo golobi,
DEFINED_AS,kup nakopičenega gradiva,
HAS_POSITION,Velika gora v Postojnski jami .,
HAS_LOCATION,v večjem jamskem prostoru,v
HAS_FORM,Visok,
COMPOSITION_MEDIUM,iz razpadlega kamenja,iz
HAS_LOCATION,značilno za polgoli in goli kras,značilno za
HAS_SIZE,Večje,
HAS_FORM,Nerazpadla kamnita podlaga je bolj ali manj prekrita,
COMPOSITION_MEDIUM,"kamnito , gruščnato",
COMPOSITION_MEDIUM,Akumulacija ekskrementov živali v jami,
HAS_LOCATION,Značilen hidrološki sloj v vertikalni razčlenitvi kraške gmote,
HAS_LOCATION,"Pretaka se po kanalih , ki so večinoma zapolnjeni z zrakom ( odtod ime areacijska cona )",Pretaka se po
DEFINED_AS,"Po nekaterih pojmovanjih pomenita vadozna cona in vadozna voda najnižjo aeracijsko cono , ki jo ob visokem vodostaju preplavlja voda iz freatične cone",
HAS_LOCATION,vrhnja,
HAS_FUNCTION,in se obdobno in lokalno zbira v vodne curke,se obdobno in lokalno zbira v
HAS_FUNCTION,kjer padavinska voda pretežno navzdol premika,voda pretežno navzdol premika
HAS_ATTRIBUTE,Stalno suha cona,
HAS_CAUSE,"ki nastanejo zaradi gravitacije , ki povzroči gibanje vode po strmcu navzdol",ki nastanejo zaradi
HAS_FORM,linearne oblike,
HAS_SIZE,Najmanjšo obliko,
HAS_RESULT,"ki kamnino v času razkroji na delce , iz katerih je sestavljena",razkroji
HAS_CAUSE,naravni,
