TERM,CATEGORY
crystals,D.1 Abiotic
twinned,D.3 Property
manganese oxides,D.1 Abiotic
composite mixtures,D.1 Abiotic
wad,D.1 Abiotic
initial aperture,D.3 Property
fracture aperture,D.3 Property
calcium flux,D.3 Property
function,E.2 Method
sudden drop,B.2 Loss
water table,D.1 Abiotic
Knickpoints,D.1 Abiotic
waterfalls,D.1 Abiotic
changes,B. Process
rapids,D.1 Abiotic
irregular in shape,D.3 Property
intersect,D.3 Property
circular,D.3 Property
rooms,A.2 Underground landform
passages,A.2 Underground landform
passage,A.2 Underground landform
room,A.2 Underground landform
oval,D.3 Property
vadose passage,A.2 Underground landform
Pits,A.2 Underground landform
cave passages,A.2 Underground landform
crested forms,D.1 Abiotic
flute,A.2 Underground landform
flat limestone surfaces,D.1 Abiotic
limestone towers,D.1 Abiotic
peaks,D.1 Abiotic
fenglin,A.1 Surface landform
Radiolocation,E.2 Method
technique,E.2 Method
residual hills,D.1 Abiotic
peak forest,C. Geome
bedrock base,D.1 Abiotic
peak cluster,C. Geome
tower karst,C. Geome
Turmkarst,A.1 Surface landform
tourelles,A.1 Surface landform
towers,A.1 Surface landform
pitons,A.1 Surface landform
fengcong,C. Geome
towers,D.1 Abiotic
haystacks,A.1 Surface landform
pepinos,A.1 Surface landform
mogotes,A.1 Surface landform
fenglin,C. Geome
artificial underground reservoir,D.1 Abiotic
stored water,D.1 Abiotic
aquifer,C. Geome
polygonal karst,C. Geome
pitted,D.3 Property
Valleys,A.1 Surface landform
dolines,A.1 Surface landform
Pocket valleys,A.1 Surface landform
blind valleys,A.1 Surface landform
closed land surface depressions,D.1 Abiotic
karst environments,C. Geome
dolines,A.1 Surface landform
Sinkholes,A.1 Surface landform
drainage,D.3 Property
karst depressions,A.1 Surface landform
uvalas,A.1 Surface landform
dolines,A.1 Surface landform
undulating floors,D.1 Abiotic
doline,A.1 Surface landform
hollows,D.1 Abiotic
Uvalas,A.1 Surface landform
dry valleys,A.1 Surface landform
uvala,A.1 Surface landform
sinkholes,A.1 Surface landform
poljes,A.1 Surface landform
bottom,D.1 Abiotic
sinkhole,A.1 Surface landform
karst terrain,C. Geome
Paleokarst,C. Geome
sediments,D.1 Abiotic
filtration basins,D.1 Abiotic
pollutants,D.1 Abiotic
sedimentation,D.1 Abiotic
Basins,D.1 Abiotic
sediments,D.1 Abiotic
The exokarstic storey,C. Geome
karstosphere,C. Geome
earth's crust,C. Geome
fractures,D.1 Abiotic
faults,D.1 Abiotic
rocks,D.1 Abiotic
movement,B.1 Movement
radiogenic method of age estimation,E.2 Method
Fission-track method,E.2 Method
accumulation,B.3 Addition
calcium carbonate,D.1 Abiotic
Flowstone,D.1 Abiotic
minerals,D.1 Abiotic
subsurface conduit piracy,B. Process
surface streams,D.1 Abiotic
karst landscape,C. Geome
fluviokarst,C. Geome
valleys,A.1 Surface landform
karst system,C. Geome
"epikarst ,",C. Geome
karstifiable rock,D.1 Abiotic
Kluftkarren,A.1 Surface landform
grikes,A.1 Surface landform
fissures,D.1 Abiotic
formation of caves,B.4 Transformation
hydrostatic pressure,D. Entity/Element/Property
Hypogene karst,C. Geome
caves,A.2 Underground landform
water,D.1 Abiotic
amplitude of the secondary field,D.3 Property
inphase component,E.2 Method
dissolution features,A.1 Surface landform
rock,D.1 Abiotic
Karren,A.1 Surface landform
dissolution,B.4 Transformation
solution channels,A.1 Surface landform
kluftkarren,A.1 Surface landform
Karren,A.1 Surface landform
process of interaction,B.4 Transformation
Earth's surface,C. Geome
soluble rocks,D.1 Abiotic
underground,C. Geome
karst,C. Geome
process,B. Process
differential chemical and mechanical erosion,B.2 Loss
soluble bodies of rock,D.1 Abiotic
Earth ’ s surface,C. Geome
geologic process,B. Process
dolomite,D.1 Abiotic
gypsum,D.1 Abiotic
Karstification,B.4 Transformation
limestone,D.1 Abiotic
water,D.1 Abiotic
salt,D.1 Abiotic
soluble rocks,D.1 Abiotic
chemical solution,B.4 Transformation
surface water,D.1 Abiotic
ground water,D.1 Abiotic
karst,C. Geome
dissolution,B.4 Transformation
dissolving action,B.2 Loss
soluble bedrock,D.1 Abiotic
karst,C. Geome
marble,D.1 Abiotic
dolostone,D.1 Abiotic
water,D.1 Abiotic
limestone,D.1 Abiotic
halite,D.1 Abiotic
gypsum,D.1 Abiotic
dissolving of rock,B.2 Loss
closed depressions,A.1 Surface landform
sinking streams,A.3 Hydrological form
sinkholes,A.1 Surface landform
Karst,C. Geome
limestone,D.1 Abiotic
caves,A.2 Underground landform
dolomite,D.1 Abiotic
soluble rock,D.1 Abiotic
gypsum,D.1 Abiotic
Karst,C. Geome
dolomite,D.1 Abiotic
limestone,D.1 Abiotic
solid contaminants,D.1 Abiotic
clastic sediment,A.1 Surface landform
epiphreatic zone,C. Geome
water table,D.1 Abiotic
depths,D.3 Property
Specific karstic ablation,D.3 Property
surface area,D.1 Abiotic
volume,D.3 Property
limestone,D.1 Abiotic
large-scale agriculture,B. Process
karst,C. Geome
Poljes,A.1 Surface landform
dolines,A.1 Surface landform
blind valley,A.1 Surface landform
stream,D.1 Abiotic
gorge,A.1 Surface landform
Ghost rock karstification,B. Process
granites,D.1 Abiotic
underground water,D.1 Abiotic
precipitation water,D.1 Abiotic
Dolines,A.1 Surface landform
karst aquifer,C. Geome
unroofed caves,A.2 Underground landform
hydrological conditions,D.3 Property
climate,D.3 Property
geological,D.3 Property
geomorphological,D.3 Property
cave,A.2 Underground landform
Karst waters,A.3 Hydrological form
ecosystem,C. Geome
karst poljes,A.1 Surface landform
outflowing water,D.1 Abiotic
inflowing,D.1 Abiotic
volumes,D.3 Property
Slovenia,D.3.1 Geolocation
lakes,A.3 Hydrological form
Karst poljes,A.1 Surface landform
river basins,D.1 Abiotic
closed depressions,A.1 Surface landform
collapse,B.1 Movement
Equipotential surfaces,D.1 Abiotic
piezometers,E.1 Instrument
locations,D.1 Abiotic
underground cavities,D.1 Abiotic
Collapse dolines,A.1 Surface landform
depressions,A.1 Surface landform
collapsing,B.1 Movement
slopes,D.1 Abiotic
karst terrains,C. Geome
aquatic ecosystems,C. Geome
terrestrial,C. Geome
Caves,A.2 Underground landform
bowlshaped doline,A.1 Surface landform
dissolution,B.4 Transformation
point-recharge doline,A.1 Surface landform
surface streams,D.1 Abiotic
karst subsurface,C. Geome
inception doline,A.1 Surface landform
hydraulic conductivity,D.3 Property
centripetal convergence,B.1 Movement
water,D.1 Abiotic
active cave,A.2 Underground landform
cave,A.2 Underground landform
flowing,B.1 Movement
stream,A.3 Hydrological form
calcareous sand,D.1 Abiotic
mollusc shells,D.2 Biotic
dune sands,D.1 Abiotic
aeolian calcarenite,D.1 Abiotic
calcium carbonate,D.1 Abiotic
redeposition,B.1 Movement
solution,B.4 Transformation
limestone,D.1 Abiotic
calcium carbonate,D.1 Abiotic
denser,D.3 Property
orthorhombic,D.3 Property
aragonite,D.1 Abiotic
calcite,D.1 Abiotic
bare karst,C. Geome
bedrock,D.1 Abiotic
karst,C. Geome
phreatic zone,C. Geome
moving,B.1 Movement
bathyphreatic,D.3 Property
water,D.1 Abiotic
passages,D.1 Abiotic
depositional layer,D.1 Abiotic
bedrock,D.1 Abiotic
sediment,D.1 Abiotic
bed,D.1 Abiotic
karst rock,D.1 Abiotic
solution,B.2 Loss
bedding-plane,D.1 Abiotic
bedding plane,D.1 Abiotic
beds,D.1 Abiotic
bedding-plane cave,A.2 Underground landform
a cavity,D.1 Abiotic
bedding-plane,D.1 Abiotic
scientific study,E.2 Method
caves,A.2 Underground landform
organisms,D.2 Biotic
biospeleology,E.2 Method
cave,A.2 Underground landform
blind valley,A.1 Surface landform
valley,A.1 Surface landform
slope,D.1 Abiotic
cliff,D.1 Abiotic
sea cave,A.2 Underground landform
water,D.1 Abiotic
blowhole,A.1 Surface landform
roof,D.1 Abiotic
nullarbor plain,D.3.1 Geolocation
air,D.1 Abiotic
hole,D.1 Abiotic
blowhole,A.1 Surface landform
blows,B.1 Movement
ground,D.1 Abiotic
passages,D.1 Abiotic
branchwork,A.2 Underground landform
streams,D.1 Abiotic
sea-water and freshwater mixing,B. Process
flank-margin caves,A.2 Underground landform
carbonate coastlines,C. Geome
freshwater,D.1 Abiotic
cave,A.2 Underground landform
coastlines,D.1 Abiotic
sea-water,D.1 Abiotic
Morphometry,E.2 Method
dissolutional corridors,A.1 Surface landform
doming,B.4 Transformation
limestone,D.1 Abiotic
fractures,D.1 Abiotic
Antarctica,D.3.1 Geolocation
continents,D.1 Abiotic
Paleokarst,C. Geome
Caves without roofs,A.2 Underground landform
paleokarst,C. Geome
underground mining operations,B. Process
Paleokarst aquifers,C. Geome
Palynology,E.2 Method
palynomorphs,D.2 Biotic
environmental and climatic reconstruction,E.2 Method
flora,D.2 Biotic
caves,A.2 Underground landform
influxes of sediment,B.3 Addition
cave genesis,B.4 Transformation
Paragenesis,B.4 Transformation
Network mazes,A.1 Surface landform
fissures,D.1 Abiotic
fractures,D.1 Abiotic
Spongework mazes,A.2 Underground landform
cavities,D.1 Abiotic
steep slope,D.1 Abiotic
allogenic streams,A.3 Hydrological form
blind valleys,A.1 Surface landform
valleys,D.1 Abiotic
cliff,D.1 Abiotic
valleys,D.1 Abiotic
karst,C. Geome
pre-ponor retention,B.3 Addition
ponor,A.3 Hydrological form
accumulation,B.3 Addition
depression,A.1 Surface landform
underground spaces,A.2 Underground landform
Pseudokarstic caves,A.2 Underground landform
dissolution,B.4 Transformation
Emanation,D.3 Property
radium,D.1 Abiotic
uranium,D.1 Abiotic
cave,A.2 Underground landform
drapery,A.2 Underground landform
dripstone,D.1 Abiotic
curtain,A.2 Underground landform
blanket,A.2 Underground landform
bacon,A.2 Underground landform
marginal polje,A.1 Surface landform
half-blind valley,A.1 Surface landform
blind valley,A.1 Surface landform
disappears,B.2 Loss
stream,D.1 Abiotic
valley,D.1 Abiotic
blowhole,A.1 Surface landform
hole,D.1 Abiotic
land,D.1 Abiotic
shore,D.1 Abiotic
waves,D.1 Abiotic
current of air,D.1 Abiotic
Nullarbor Plain,D.3.1 Geolocation
blowing cave,A.2 Underground landform
hole,D.1 Abiotic
air,D.1 Abiotic
force,D.1 Abiotic
blowhole,A.1 Surface landform
cave,A.2 Underground landform
boiling spring,A.3 Hydrological form
blue hole,A.3 Hydrological form
rises,B.1 Movement
emergence,A.3 Hydrological form
turbulence,D.3 Property
water,D.1 Abiotic
blue hole,A.3 Hydrological form
solution sinkhole,A.1 Surface landform
chasm,D.1 Abiotic
limestone,D.1 Abiotic
bogaz,A.1 Surface landform
corridor,A.1 Surface landform
struga,A.1 Surface landform
solution,B.2 Loss
kanjon,A.1 Surface landform
blue hole,A.3 Hydrological form
boiling spring,A.3 Hydrological form
spring,D.1 Abiotic
Cave breccia,D.1 Abiotic
bone,D.2 Biotic
bone-breccia,D.1 Abiotic
breccia,D.1 Abiotic
grape formation,A.2 Underground landform
calcium carbonate,D.1 Abiotic
botryoid,A.2 Underground landform
deposit,B.3 Addition
walls,D.1 Abiotic
clusterite,A.2 Underground landform
caves,A.2 Underground landform
dry valley,A.1 Surface landform
stream,D.1 Abiotic
bourne,A.3 Hydrological form
limestone walls,D.1 Abiotic
gypsum,D.1 Abiotic
cave,A.2 Underground landform
calcite,D.1 Abiotic
blades,D.1 Abiotic
ceiling,D.1 Abiotic
boxwork,A.2 Underground landform
natural bridge,D.1 Abiotic
cave,A.2 Underground landform
passage,D.1 Abiotic
bridge,D.1 Abiotic
covered karst,C. Geome
Karst topography,C. Geome
buried karst,C. Geome
paleokarst,C. Geome
sediments,D.1 Abiotic
shell sand,D.2 Biotic
Limestone,D.1 Abiotic
dolomite,D.1 Abiotic
calcarenite,D.1 Abiotic
coral,D.2 Biotic
grains,D.1 Abiotic
disintegration,B.4 Transformation
erosion,B.4 Transformation
green plants,D.2 Biotic
cave,A.2 Underground landform
algae,D.2 Biotic
lampenflora,D.2 Biotic
fern,D.2 Biotic
moss,D.2 Biotic
Visitor capacity,D.3 Property
environmental parameters,D.3 Property
cave,A.2 Underground landform
stream flow,D.1 Abiotic
Allogeneic waters,D.1 Abiotic
Base level,D.3 Property
sea level,D.3 Property
erosion,B.2 Loss
cover-collapse sinkhole,A.1 Surface landform
subsidence sinkhole,A.1 Surface landform
suffosion dolines,A.1 Surface landform
depressions,A.1 Surface landform
sinkhole,A.1 Surface landform
cave system,A.2 Underground landform
caves,A.2 Underground landform
passages,A.2 Underground landform
Hypogene speleogenesis,B. Process
recharge,B.3 Addition
formation,B. Process
water,D.1 Abiotic
vertical through structures,A.2 Underground landform
collapse columns,A.2 Underground landform
hypogene speleogenesis,B. Process
breccia pipes,A.2 Underground landform
geologic organs,A.2 Underground landform
dissolution,B.4 Transformation
groundwater,D.1 Abiotic
Speleogenesis,B.4 Transformation
minerals,D.1 Abiotic
calcite,D.1 Abiotic
Speleothems,A.2 Underground landform
deposits,D.1 Abiotic
caves,A.2 Underground landform
Straw stalactites,A.2 Underground landform
tubes,D.1 Abiotic
Helictites,A.2 Underground landform
Cave pearls,A.2 Underground landform
speleothem,A.2 Underground landform
pools,D.1 Abiotic
water,D.1 Abiotic
dry valley,A.1 Surface landform
stream channel,D.1 Abiotic
valley,D.1 Abiotic
hydrostatic pressure,D.3 Property
dynamic phreas,C. Geome
phreatic zone,C. Geome
turbulence,B.1 Movement
water,D.1 Abiotic
wearing away,B.2 Loss
moving agents,D.1 Abiotic
chemical actions,B. Process
rivers,D.1 Abiotic
erosion,B.2 Loss
sediment,D.1 Abiotic
caves,A.2 Underground landform
bedrock,D.1 Abiotic
wind,D.1 Abiotic
glaciers,D.1 Abiotic
mechanical,B. Process
percolation water,D.1 Abiotic
spring,A.3 Hydrological form
exsurgence,A.3 Hydrological form
fault plane,D.1 Abiotic
cock body,D.1 Abiotic
fracture,D.1 Abiotic
fault,D.3 Property
fault zone,C. Geome
fault cave,A.2 Underground landform
cave,A.2 Underground landform
fault,D.3 Property
fault plane,D.1 Abiotic
fault,D.1 Abiotic
plane,D.1 Abiotic
crack,D.1 Abiotic
soil,D.1 Abiotic
fissure,D.1 Abiotic
rock,D.1 Abiotic
floors,D.1 Abiotic
calcite,D.1 Abiotic
deposit,D.1 Abiotic
flowstone,D.1 Abiotic
trickles,D.1 Abiotic
walls,D.1 Abiotic
films,D.1 Abiotic
water tracing,E.2 Method
dye gauging,E.2 Method
fluorometer,E.1 Instrument
fluorescence,D.3 Property
water,D.1 Abiotic
instrument,E.1 Instrument
glacier cave,A.2 Underground landform
cave,A.2 Underground landform
glacier,D.1 Abiotic
rock outcrop,D.1 Abiotic
grike,A.1 Surface landform
solution,B.1 Movement
cave surface,D.1 Abiotic
gypsum flower,A.2 Underground landform
deposit,D.1 Abiotic
gypsum,D.1 Abiotic
half-blind valley,A.1 Surface landform
blind valley,A.1 Surface landform
water,D.1 Abiotic
flood,D.1 Abiotic
streamsink,D.1 Abiotic
threshold,D.3 Property
cave surface,D.1 Abiotic
half-tube,A.2 Underground landform
recess,D.1 Abiotic
dry valley,A.1 Surface landform
southern England,D.3.1 Geolocation
valley,D.1 Abiotic
chalk,D.1 Abiotic
epiphreatic zone,C. Geome
cave system,A.2 Underground landform
phreatic zone,C. Geome
floods,D.1 Abiotic
zone,D.1 Abiotic
epiphreas,C. Geome
swallow hole,A.3 Hydrological form
rising,D.1 Abiotic
estavelle,A.3 Hydrological form
resurgence,D.1 Abiotic
exsurgence,D.1 Abiotic
exhumed karst,C. Geome
strata,D.1 Abiotic
erosion,B.2 Loss
fault zone,C. Geome
fault cave,A.2 Underground landform
fault,D.1 Abiotic
cave,A.2 Underground landform
shaft caves,A.2 Underground landform
fissure cave,A.2 Underground landform
cave passage,A.2 Underground landform
cave,A.2 Underground landform
wells,A.3 Hydrological form
fissure,D.1 Abiotic
Fissures,D.1 Abiotic
cave passage,A.2 Underground landform
flattener,A.2 Underground landform
crawl,A.2 Underground landform
subterranean pool,D.1 Abiotic
floe calcite,D.1 Abiotic
calcium carbonate,D.1 Abiotic
film,D.1 Abiotic
water,D.1 Abiotic
calcium carbonate,D.1 Abiotic
flowstone,A.2 Underground landform
dripstone,A.2 Underground landform
gypsum,D.1 Abiotic
Deposits,D.1 Abiotic
fluvial activity,B.1 Movement
karst landscape,C. Geome
fluviokarst,C. Geome
swallow point,D.1 Abiotic
foiba,A.2 Underground landform
cavity,D.1 Abiotic
shaft,D.1 Abiotic
surface,D.1 Abiotic
foiba,A.2 Underground landform
alluvial plain,D.1 Abiotic
limestone hill,D.1 Abiotic
mogote,A.1 Surface landform
fungling,A.1 Surface landform
cave,A.2 Underground landform
gallery,A.2 Underground landform
glaciokarst,C. Geome
region,D.1 Abiotic
glade,A.1 Surface landform
depression,D.1 Abiotic
basins,D.1 Abiotic
dome pit,A.2 Underground landform
cave structure,D.1 Abiotic
dissolving,B.4 Transformation
scallop,A.2 Underground landform
speleogen,A.2 Underground landform
cave,A.2 Underground landform
caves,A.2 Underground landform
speleology,E.2 Method
cave formation,A.2 Underground landform
mineral deposit,D.1 Abiotic
caves,A.2 Underground landform
stalactite,A.2 Underground landform
speleothem,A.2 Underground landform
stalagmite,A.2 Underground landform
Tropical karst topography,C. Geome
limestone hills,D.1 Abiotic
Spitzkegelkarst,C. Geome
splash cup,A.2 Underground landform
concavity,D.1 Abiotic
stalagmite,A.2 Underground landform
perforation,D.3 Property
cavities,D.1 Abiotic
spongework,A.2 Underground landform
discharge of water,D.1 Abiotic
spring,D.1 Abiotic
passage,D.1 Abiotic
opening,D.1 Abiotic
squeeze,A.2 Underground landform
stagmalite,A.2 Underground landform
stalactite,A.2 Underground landform
stalagmite,A.2 Underground landform
deposit of minerals,D.1 Abiotic
stalactite,A.2 Underground landform
cave,A.2 Underground landform
limestone cave,D.1 Abiotic
calcium carbonate,D.1 Abiotic
cave,A.2 Underground landform
stalagmite,A.2 Underground landform
deposit,D.1 Abiotic
precipitation,D.3 Property
valley,D.1 Abiotic
steephead,A.1 Surface landform
stream,D.1 Abiotic
soda straw,A.2 Underground landform
straw stalactite,A.2 Underground landform
stalactite,A.2 Underground landform
stream sink,A.3 Hydrological form
surface stream,D.1 Abiotic
cave passage,A.2 Underground landform
scallops,A.2 Underground landform
water,D.1 Abiotic
streamtube,A.2 Underground landform
oulo - pholite,A.2 Underground landform
cave flower,A.2 Underground landform
gypsum flower,A.2 Underground landform
epsomite,D.1 Abiotic
gypsum,D.1 Abiotic
deposit,D.1 Abiotic
cave formation,A.2 Underground landform
mineral deposit,D.1 Abiotic
accumulation,B.3 Addition
cave,A.2 Underground landform
dripping,B.1 Movement
speleothem,A.2 Underground landform
flowing,B.1 Movement
cave group,A.2 Underground landform
cave series,A.2 Underground landform
cave systems,A.2 Underground landform
caves,A.2 Underground landform
cave guano,D.2 Biotic
mineralized,B.4 Transformation
bats,D.2 Biotic
Accumulations,B.3 Addition
dung,D.2 Biotic
calcium carbonate dripstone,D.1 Abiotic
cave ice,A.2 Underground landform
water,D.1 Abiotic
freezing,B.4 Transformation
Ice,D.1 Abiotic
cave,A.2 Underground landform
flowstone,D.1 Abiotic
land surface,D.1 Abiotic
passage,A.2 Underground landform
cave-in,B. Process
collapse,B.1 Movement
cave,A.2 Underground landform
ceiling,D.1 Abiotic
cave marble,A.2 Underground landform
marble,D.1 Abiotic
flowstone,D.1 Abiotic
aragonite,D.1 Abiotic
deposit,D.1 Abiotic
calcite,D.1 Abiotic
cave pearl,A.2 Underground landform
pisolith,A.2 Underground landform
precipitation,B.3 Addition
aragonite,D.1 Abiotic
calcite,D.1 Abiotic
pisolite,A.2 Underground landform
concretion,D.1 Abiotic
cave group,A.2 Underground landform
cave series,A.2 Underground landform
caves,A.2 Underground landform
group,D.3 Property
morphology,D.3 Property
cave spring,A.3 Hydrological form
cave system,A.2 Underground landform
spring,D.1 Abiotic
cave,A.2 Underground landform
cave spring,A.3 Hydrological form
chambers,D.1 Abiotic
cavities,D.1 Abiotic
passages,D.1 Abiotic
cavern,A.2 Underground landform
cave,A.2 Underground landform
ceiling block,A.2 Underground landform
ceiling slab,A.2 Underground landform
cave breakdown,A.2 Underground landform
block,D.1 Abiotic
fallen,B.1 Movement
cave,A.2 Underground landform
ceiling cavity,A.2 Underground landform
concavity,D.1 Abiotic
cave,A.2 Underground landform
ceiling meander,A.2 Underground landform
cave ceiling,A.2 Underground landform
channel,D.1 Abiotic
piece of rock,D.1 Abiotic
cave breakdown,A.2 Underground landform
roof slab,A.2 Underground landform
ceiling slab,A.2 Underground landform
ceiling block,A.2 Underground landform
cave,A.2 Underground landform
limestone,D.1 Abiotic
cavities,D.1 Abiotic
spongework,A.1 Surface landform
cavities,D.1 Abiotic
rock,D.1 Abiotic
spring,D.1 Abiotic
rock,D.1 Abiotic
water,D.1 Abiotic
flow,D.3 Property
soil,D.1 Abiotic
stalactite,A.2 Underground landform
wall,D.1 Abiotic
speleothem,A.2 Underground landform
roof,D.1 Abiotic
cave floor,D.1 Abiotic
stalagmite,A.2 Underground landform
precipitation,B. Process
drips,D.1 Abiotic
speleothem,A.2 Underground landform
steephead,A.1 Surface landform
stream,D.1 Abiotic
valley,D.1 Abiotic
karst,C. Geome
stalactite,A.2 Underground landform
straw,A.2 Underground landform
storage capacity,D.3 Property
subcutaneous zone,C. Geome
rock,D.1 Abiotic
soil,D.1 Abiotic
fissures,A.1 Surface landform
porosity,D.3 Property
soluble beds,D.1 Abiotic
subjacent karst,C. Geome
karst,C. Geome
cave passage,D.1 Abiotic
roof,D.1 Abiotic
sump,D.3 Property
water,D.1 Abiotic
pebble tools,D.1 Abiotic
swirlhole,A.3 Hydrological form
sand,D.1 Abiotic
streambed,D.1 Abiotic
syngenetic karst,C. Geome
aeolian calcarenite,D.1 Abiotic
evolution,B. Process
lithification,B.4 Transformation
karst,C. Geome
tafoni,A.1 Surface landform
through cave,A.2 Underground landform
stream course,D.1 Abiotic
stream,D.1 Abiotic
passage,D.1 Abiotic
cave,A.2 Underground landform
alluvial plains,A.1 Surface landform
flat-floored depressions,A.1 Surface landform
tower karst,C. Geome
towers,A.1 Surface landform
conekarst,C. Geome
tracer,E.1 Instrument
